Table 1 - Investments other than derivatives,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
Reporting Date: ,31/12/2025,,,,,,,,,,,
,,,,,,,,,,,,
Asset Class,Internally or Externally Managed,Name of Institution,Name of Issuer / Counterparty,Name / Investment Item,Name of Investment Manager,Currency,Security Identifier,% Ownership, Units Held ,Value (AUD),Weighting (%),
Listed Equity,,,,Roche Holding AG,,,7108918,,"21,091","13,381,685",0.00%,
Listed Equity,,,,Roche Holding AG,,,7110388,,"619,561","384,886,125",0.14%,
Listed Equity,,,,"Rocket Cos., Inc.",,,BMD6Y84,,"81,349","2,361,725",0.00%,
Listed Equity,,,,Rocket Lab Corp.,,,BT6C8Z3,,"40,615","4,248,785",0.00%,
Listed Equity,,,,"Rockwell Automation, Inc.",,,2754060,,"57,474","33,532,892",0.01%,
Listed Equity,,,,ROCKWOOL A/S,,,BRJCHK4,,"77,718","4,130,642",0.00%,
Listed Equity,,,,"Rogers Communications, Inc.",,,2169051,,"241,515","13,810,975",0.01%,
Listed Equity,,,,"Rollins, Inc.",,,2747305,,"204,586","18,413,814",0.01%,
Listed Equity,,,,Rolls-Royce Holdings Plc,,,B63H849,,"3,059,218","70,960,810",0.03%,
Listed Equity,,,,"Roper Technologies, Inc.",,,2749602,,"49,871","33,289,463",0.01%,
Listed Equity,,,,Rosneft Oil Co.,,,B17KP48,,"443,725",0,0.00%,
Listed Equity,,,,Rosneft Oil Co.,,,B59SS16,,"981,476",0,0.00%,
Listed Equity,,,,"Ross Stores, Inc.",,,2746711,,"87,764","23,708,191",0.01%,
Listed Equity,,,,Royal Bank of Canada,,,2754383,,"777,768","199,095,285",0.07%,
Listed Equity,,,,Royal KPN NV,,,5956078,,"2,268,691","15,886,498",0.01%,
Listed Equity,,,,Royalty Pharma Plc,,,BMVP7Y0,,"416,302","24,122,230",0.01%,
Listed Equity,,,,"RPM International, Inc.",,,2756174,,"61,597","9,606,490",0.00%,
Listed Equity,,,,RTX Corp.,,,BM5M5Y3,,"119,279","32,804,632",0.01%,
Listed Equity,,,,"Rubrik, Inc.",,,BSLQK57,,"25,768","2,955,292",0.00%,
Listed Equity,,,,RWE AG,,,4768962,,"611,461","48,740,475",0.02%,
Listed Equity,,,,Ryanair Holdings Plc,,,BYTBXV3,,"458,680","23,871,172",0.01%,
Listed Equity,,,,"Ryohin Keikaku Co., Ltd.",,,6758455,,"276,400","7,356,535",0.00%,
Listed Equity,,,,"S&P Global, Inc.",,,BYV2325,,"27,865","21,836,950",0.01%,
Listed Equity,,,,Saab AB,,,BPXZH27,,"119,489","10,449,238",0.00%,
Listed Equity,,,,SABIC Agri-Nutrients Co.,,,B1323K0,,"531,017","23,501,954",0.01%,
Listed Equity,,,,Safran SA,,,B058TZ6,,"129,578","67,870,130",0.03%,
Listed Equity,,,,Sagax AB,,,B9M3PK4,,"101,635","3,266,839",0.00%,
Listed Equity,,,,Sahara International Petrochemical Co.,,,B1C1NH5,,"387,338","2,322,894",0.00%,
Listed Equity,,,,"Salesforce, Inc.",,,2310525,,"260,343","103,585,164",0.04%,
Listed Equity,,,,SalMar ASA,,,B1W5NW2,,"20,961","1,924,267",0.00%,
Listed Equity,,,,Sampo Oyj,,,BMXX645,,"1,330,948","24,214,074",0.01%,
Listed Equity,,,,"Samsara, Inc.",,,BPK3058,,"30,824","1,638,616",0.00%,
Listed Equity,,,,"SAMSUNG BIOLOGICS Co., Ltd.",,,BYNJCV6,,"5,864","10,346,827",0.00%,
Listed Equity,,,,Samsung C&T Corp.,,,BSXN8K7,,"60,353","15,185,776",0.01%,
Listed Equity,,,,"Samsung E&A Co., Ltd.",,,6765239,,"594,434","15,229,176",0.01%,
Listed Equity,,,,"Samsung Electro-Mechanics Co., Ltd.",,,6771689,,"5,188","1,385,421",0.00%,
Listed Equity,,,,"Samsung Electronics Co., Ltd.",,,6771720,,"3,938,681","492,866,920",0.18%,
Listed Equity,,,,"Samsung Electronics Co., Ltd.",,,6773812,,"568,178","52,758,540",0.02%,
Listed Equity,,,,"Samsung Heavy Industries Co., Ltd.",,,6772217,,"1,104,118","27,699,762",0.01%,
Listed Equity,,,,"Samsung Life Insurance Co., Ltd.",,,B12C0T9,,"21,951","3,601,256",0.00%,
Listed Equity,,,,"Samsung SDS Co., Ltd.",,,BRS2KY0,,"6,508","1,178,563",0.00%,
Listed Equity,,,,"Samsung Securities Co., Ltd.",,,6408448,,"20,216","1,586,756",0.00%,
Listed Equity,,,,Sandfire Resources Ltd.,,,6739739,,"6,889,035","123,451,507",0.05%,
Listed Equity,,,,Sandoz Group AG,,,BLPLD38,,"150,162","16,439,853",0.01%,
Listed Equity,,,,Sands China Ltd.,,,B5B23W2,,"1,070,000","4,040,515",0.00%,
Listed Equity,,,,Sandvik Aktiebolag,,,B1VQ252,,"830,783","40,623,190",0.02%,
Listed Equity,,,,Sanlam Ltd.,,,B0L6750,,"3,341,260","29,781,855",0.01%,
Listed Equity,,,,Sanofi,,,5671735,,"878,225","127,944,838",0.05%,
Listed Equity,,,,"Sanrio Co., Ltd.",,,6776349,,"109,000","5,127,490",0.00%,
Listed Equity,,,,Santander Bank Polska SA,,,7153639,,"13,631","3,100,928",0.00%,
Listed Equity,,,,Santos Ltd.,,,6776703,,"38,629,566","238,344,422",0.09%,
Listed Equity,,,,SAP SE,,,4846288,,"784,722","287,949,137",0.11%,
Listed Equity,,,,"Saputo, Inc.",,,2112226,,"209,242","9,456,222",0.00%,
Listed Equity,,,,Sartorius AG,,,5843329,,"9,937","4,326,236",0.00%,
Listed Equity,,,,Sartorius Stedim Biotech SA,,,BYZ2QP5,,"11,218","4,148,978",0.00%,
Listed Equity,,,,Sasol Ltd.,,,6777450,,"512,758","4,928,177",0.00%,
Listed Equity,,,,Saudi Arabian Mining Co.,,,B3C8VY3,,"873,253","21,279,515",0.01%,
Listed Equity,,,,Saudi Arabian Oil Co.,,,BJTM270,,"1,675,367","15,961,803",0.01%,
Listed Equity,,,,Saudi Awwal Bank,,,B12LSY7,,"1,783,348","23,086,648",0.01%,
Listed Equity,,,,Saudi Basic Industries Corp.,,,B1324D0,,"29,210","599,097",0.00%,
Listed Equity,,,,Saudi Electricity Co.,,,B132NM2,,"1,187,812","6,672,245",0.00%,
Listed Equity,,,,Saudi National Bank,,,BSHYYN1,,"3,011,552","45,608,761",0.02%,
Listed Equity,,,,Saudi Telecom Co.,,,B12M7Q5,,"1,925,827","33,092,655",0.01%,
Listed Equity,,,,Savola Group,,,B133RS9,,"269,085","2,354,958",0.00%,
Listed Equity,,,,SBA Communications Corp.,,,BZ6TS23,,"9,864","2,861,203",0.00%,
Listed Equity,,,,Sberbank Russia PJSC,,,B56CB23,,"1,109,898",0,0.00%,
Listed Equity,,,,Sberbank Russia PJSC,,,B56C9L8,,"2,352,677",0,0.00%,
Listed Equity,,,,Sberbank Russia PJSC,,,4767981,,"9,051,796",0,0.00%,
Listed Equity,,,,"SBI Holdings, Inc.",,,6309466,,"238,400","7,697,650",0.00%,
Listed Equity,,,,SCB X Public Co. Ltd.,,,BPH0728,,"1,253,300","8,292,055",0.00%,
Listed Equity,,,,SCB X Public Co. Ltd.,,,BPH0717,,"197,104","1,304,075",0.00%,
Listed Equity,,,,Schindler Holding AG,,,B11TCY0,,"37,262","21,102,668",0.01%,
Listed Equity,,,,Schindler Holding AG,,,B11WWH2,,"22,603","12,043,538",0.00%,
Listed Equity,,,,Schneider Electric SE,,,4834108,,"411,804","170,364,862",0.06%,
Listed Equity,,,,Schroders Plc,,,BP9LHF2,,"581,085","4,770,285",0.00%,
Listed Equity,,,,Scout24 SE,,,BYT9340,,"59,658","9,014,931",0.00%,
Listed Equity,,,,"SCREEN Holdings Co., Ltd.",,,6251028,,"75,900","11,066,362",0.00%,
Listed Equity,,,,SD Guthrie Bhd,,,BF6RHY2,,"9,255,088","19,597,243",0.01%,
Listed Equity,,,,Sea Ltd. (Singapore),,,BYWD7L4,,"210,015","40,176,372",0.01%,
Listed Equity,,,,Seagate Technology Holdings Plc,,,BKVD2N4,,"117,416","48,619,750",0.02%,
Listed Equity,,,,"SECOM Co., Ltd.",,,6791591,,"329,100","17,546,685",0.01%,
Listed Equity,,,,Securitas AB,,,5554041,,"433,372","10,376,864",0.00%,
Listed Equity,,,,SEEK Ltd.,,,B0767Y3,,"3,489,804","80,684,268",0.03%,
Listed Equity,,,,SEGRO PLC,,,B5ZN1N8,,"686,140","9,970,036",0.00%,
Listed Equity,,,,"Seibu Holdings, Inc.",,,BKY6H35,,"128,200","5,278,839",0.00%,
Listed Equity,,,,"Sekisui Chemical Co., Ltd.",,,6793821,,"259,500","6,541,783",0.00%,
Listed Equity,,,,"Sekisui House, Ltd.",,,6793906,,"371,800","12,442,491",0.00%,
Listed Equity,,,,Sembcorp Industries Ltd.,,,B08X163,,"874,300","6,137,448",0.00%,
Listed Equity,,,,Sempra,,,2138158,,"238,552","31,803,507",0.01%,
Listed Equity,,,,Service Stream Ltd.,,,B04KLG8,,"9,693,114","21,712,575",0.01%,
Listed Equity,,,,"ServiceNow, Inc.",,,B80NXX8,,"98,785","22,693,071",0.01%,
Listed Equity,,,,"Seven & i Holdings Co., Ltd.",,,B0FS5D6,,"1,361,100","29,305,369",0.01%,
Listed Equity,,,,Severn Trent Plc,,,B1FH8J7,,"99,918","5,722,432",0.00%,
Listed Equity,,,,Severstal PAO,,,B1G4YH7,,"37,024",0,0.00%,
Listed Equity,,,,Severstal PAO,,,B0561N2,,"45,715",0,0.00%,
Listed Equity,,,,Severstal PAO,,,B5B9C59,,"420,862",0,0.00%,
Listed Equity,,,,"SG Holdings Co., Ltd.",,,BFFY885,,"168,600","2,312,243",0.00%,
Listed Equity,,,,SGH Ltd.,,,BR858V2,,"2,623,052","121,840,765",0.05%,
Listed Equity,,,,Shandong Weigao Group Medical Polymer Co. Ltd.,,,6742340,,"704,800","681,658",0.00%,
Listed Equity,,,,"Shanghai Allist Pharmaceuticals Co., Ltd.",,,BNHPNM1,,"51,145","1,144,411",0.00%,
Listed Equity,,,,"Shanghai Construction Group Co., Ltd.",,,BP3R6J3,,"7,635,000","4,346,848",0.00%,
Listed Equity,,,,"Shanghai Pudong Development Bank Co., Ltd.",,,BP3R2B7,,"1,599,800","4,275,684",0.00%,
Listed Equity,,,,"Shanghai Tunnel Engineering Co., Ltd.",,,BP3R7J0,,"3,064,598","4,273,048",0.00%,
Listed Equity,,,,"Shanjin International Gold Co., Ltd.",,,BD5CF40,,"2,153,100","11,254,491",0.00%,
Listed Equity,,,,Shell Plc,,,BP6MXD8,,"3,538,859","195,579,854",0.07%,
Listed Equity,,,,"Shenzhen Inovance Technology Co., Ltd.",,,BD5CMN8,,"89,500","1,448,473",0.00%,
Listed Equity,,,,Shimadzu Corp.,,,6804369,,"198,100","7,899,331",0.00%,
Listed Equity,,,,"Shimano, Inc.",,,6804820,,"41,300","6,593,572",0.00%,
Listed Equity,,,,"Shin-Etsu Chemical Co., Ltd.",,,6804585,,"1,327,800","61,902,362",0.02%,
Listed Equity,,,,"Shinhan Financial Group Co., Ltd.",,,6397502,,"292,742","23,434,456",0.01%,
Listed Equity,,,,"Shionogi & Co., Ltd.",,,6804682,,"847,437","23,033,334",0.01%,
Listed Equity,,,,"Shiseido Co., Ltd.",,,6805265,,"223,400","4,907,194",0.00%,
Listed Equity,,,,"Shopify, Inc.",,,BX865C7,,"666,311","161,095,298",0.06%,
Listed Equity,,,,Shoprite Holdings Ltd.,,,6801575,,"53,115","1,298,973",0.00%,
Listed Equity,,,,Shree Cement Ltd.,,,6100357,,"1,189","527,190",0.00%,
Listed Equity,,,,Shriram Finance Ltd.,,,BS4DBX0,,"1,468,490","24,407,832",0.01%,
Listed Equity,,,,"Sichuan Road & Bridge Co., Ltd.",,,BP3RBG5,,"887,531","1,897,257",0.00%,
Listed Equity,,,,Siemens AG,,,5727973,,"417,674","175,919,618",0.07%,
Listed Equity,,,,Siemens Energy AG,,,BMTVQK9,,"279,535","59,274,668",0.02%,
Listed Equity,,,,Siemens Energy India Ltd.,,,BTWMYX7,,"25,030","1,069,127",0.00%,
Listed Equity,,,,Siemens Healthineers AG,,,BD594Y4,,"124,119","9,819,389",0.00%,
Listed Equity,,,,Siemens Ltd.,,,B15T569,,"18,376","939,187",0.00%,
Listed Equity,,,,Sigma Foods SAB de CV,,,2043423,,"9,374,804","12,307,254",0.00%,
Listed Equity,,,,Sigma Healthcare Ltd.,,,BF13K02,,"49,204,244","144,660,477",0.05%,
Listed Equity,,,,Sika AG,,,BF2DSG3,,"91,380","28,124,273",0.01%,
Listed Equity,,,,Sime Darby Bhd.,,,B29TTR1,,"11,078,100","8,801,639",0.00%,
Listed Equity,,,,"Simon Property Group, Inc.",,,2812452,,"165,043","45,814,066",0.02%,
Listed Equity,,,,Sims Ltd.,,,B0LCW75,,"2,116,495","38,075,745",0.01%,
Listed Equity,,,,Singapore Airlines Ltd.,,,6811734,,"888,934","6,634,075",0.00%,
Listed Equity,,,,Singapore Exchange Ltd.,,,6303866,,"773,500","15,297,380",0.01%,
Listed Equity,,,,Singapore Technologies Engineering Ltd.,,,6043214,,"1,576,900","15,482,715",0.01%,
Listed Equity,,,,Singapore Telecommunications Ltd.,,,B02PY11,,"4,477,730","23,757,469",0.01%,
Listed Equity,,,,Sino Biopharmaceutical Ltd.,,,B00XSF9,,"13,808,000","16,440,543",0.01%,
Listed Equity,,,,Sino Land Co. Ltd.,,,6810429,,"2,752,131","5,418,972",0.00%,
Listed Equity,,,,"Sinolink Securities Co., Ltd.",,,BP3R4V1,,"628,100","1,254,964",0.00%,
Listed Equity,,,,"SinoPac Financial Holdings Co., Ltd.",,,6525875,,"1,371,323","1,871,822",0.00%,
Listed Equity,,,,"SITC International Holdings Co., Ltd.",,,B61X7R5,,"1,564,000","8,394,885",0.00%,
Listed Equity,,,,SiteMinder Ltd.,,,BLH35X6,,"584,117","3,551,431",0.00%,
Listed Equity,,,,Sitronix Technology Corp.,,,6718772,,"345,000","2,955,577",0.00%,
Listed Equity,,,,"SK Biopharmaceuticals Co., Ltd.",,,BLF9YV7,,"76,455","9,916,706",0.00%,
Listed Equity,,,,"SK hynix, Inc.",,,6450267,,"413,435","280,176,517",0.10%,
Listed Equity,,,,SK Square Co. Ltd.,,,BMG3GS6,,"66,993","25,663,787",0.01%,
Listed Equity,,,,"SK Telecom Co., Ltd.",,,6224871,,"22,663","1,262,161",0.00%,
Listed Equity,,,,"SK, Inc.",,,B39Z8L3,,"23,941","6,392,536",0.00%,
Listed Equity,,,,Skandinaviska Enskilda Banken AB,,,4813345,,"824,837","26,177,180",0.01%,
Listed Equity,,,,Skanska AB,,,7142091,,"301,699","12,381,936",0.00%,
Listed Equity,,,,SKF AB,,,B1Q3J35,,"358,495","14,333,836",0.01%,
Listed Equity,,,,SM Investments Corp.,,,B068DB9,,"131,708","2,348,305",0.00%,
Listed Equity,,,,Smartgroup Corp. Ltd.,,,BNB5WS6,,"3,068,856","28,049,344",0.01%,
Listed Equity,,,,SMC Corp. (Japan),,,6763965,,"31,700","16,516,387",0.01%,
Listed Equity,,,,Smith & Nephew plc,,,0922320,,"522,414","13,050,319",0.00%,
Listed Equity,,,,Smiths Group Plc,,,B1WY233,,"400,459","18,997,903",0.01%,
Listed Equity,,,,Smurfit WestRock Plc,,,BRK49M5,,"311,493","18,063,184",0.01%,
Listed Equity,,,,SNAM SpA,,,7251470,,"1,392,144","13,867,559",0.01%,
Listed Equity,,,,"Snap, Inc.",,,BD8DJ71,,"104,959","1,270,179",0.00%,
Listed Equity,,,,"Snap-On, Inc.",,,2818740,,"48,992","25,317,003",0.01%,
Listed Equity,,,,"Snowflake, Inc.",,,BN134B7,,"28,789","9,470,128",0.00%,
Listed Equity,,,,Société Générale SA,,,5966516,,"617,933","74,787,839",0.03%,
Listed Equity,,,,Sodexo SA,,,7062713,,"50,656","3,898,691",0.00%,
Listed Equity,,,,"SoFi Technologies, Inc.",,,BM8J4C2,,"108,053","4,242,075",0.00%,
Listed Equity,,,,Sofina SA,,,4820301,,"10,938","4,758,185",0.00%,
Listed Equity,,,,SoftBank Corp.,,,BF5M0K5,,"10,926,800","22,454,605",0.01%,
Listed Equity,,,,SoftBank Group Corp.,,,6770620,,"1,844,736","77,654,217",0.03%,
Listed Equity,,,,Solventum Corp.,,,BMTQB43,,"80,378","9,551,103",0.00%,
Listed Equity,,,,"Sompo Holdings, Inc.",,,B62G7K6,,"605,700","30,920,858",0.01%,
Listed Equity,,,,Sonic Healthcare Ltd.,,,6821120,,"4,955,959","112,054,233",0.04%,
Listed Equity,,,,Sonova Holding AG,,,7156036,,"40,269","15,785,580",0.01%,
Listed Equity,,,,"Sony Financial Group, Inc.",,,B249SN5,,"2,398,600","3,809,290",0.00%,
Listed Equity,,,,Sony Group Corp.,,,6821506,,"3,424,600","131,839,628",0.05%,
Listed Equity,,,,"Soochow Securities Co., Ltd.",,,BP3R6Z9,,"1,140,300","2,219,560",0.00%,
Listed Equity,,,,South32 Ltd.,,,BWSW5D9,,"61,692,302","219,624,595",0.08%,
Listed Equity,,,,Spirax Group Plc,,,BWFGQN1,,"58,675","8,071,380",0.00%,
Listed Equity,,,,Spotify Technology SA,,,BFZ1K46,,"85,191","74,186,497",0.03%,
Listed Equity,,,,SRF Ltd.,,,6374947,,"105,970","5,436,755",0.00%,
Listed Equity,,,,SRG Global Ltd.,,,BFMZB82,,"10,950,178","32,850,534",0.01%,
Listed Equity,,,,"SS&C Technologies Holdings, Inc.",,,B58YSC6,,"156,666","20,537,965",0.01%,
Listed Equity,,,,SSE Plc,,,0790873,,"711,678","31,586,061",0.01%,
Listed Equity,,,,Standard Bank Group Ltd.,,,B030GJ7,,"334,890","8,801,326",0.00%,
Listed Equity,,,,Standard Chartered Plc,,,0408284,,"1,290,736","47,434,693",0.02%,
Listed Equity,,,,Stanmore Resources Ltd.,,,B4KDPZ6,,"1,459,350","3,385,692",0.00%,
Listed Equity,,,,"Stantec, Inc.",,,2854238,,"77,164","10,952,644",0.00%,
Listed Equity,,,,Starbucks Corp.,,,2842255,,"308,257","38,926,778",0.01%,
Listed Equity,,,,State Bank of India,,,BSQCB24,,"1,176,026","19,272,077",0.01%,
Listed Equity,,,,State Street Corp.,,,2842040,,"152,069","29,419,542",0.01%,
Listed Equity,,,,Steadfast Group Ltd. (Australia),,,BCT5FD7,,"14,175,491","74,846,592",0.03%,
Listed Equity,,,,"Steel Dynamics, Inc.",,,2849472,,"74,286","18,932,152",0.01%,
Listed Equity,,,,Stellantis NV,,,BMD8KX7,,"1,879,959","31,325,057",0.01%,
Listed Equity,,,,STERIS Plc (Ireland),,,BFY8C75,,"53,049","20,167,928",0.01%,
Listed Equity,,,,STMicroelectronics NV,,,5962332,,"714,122","28,222,905",0.01%,
Listed Equity,,,,Stora Enso Oyj,,,5072673,,"499,849","9,423,928",0.00%,
Listed Equity,,,,"Strategy, Inc.",,,2974329,,"87,685","19,980,109",0.01%,
Listed Equity,,,,Straumann Holding AG,,,BQ7ZV06,,"89,010","15,746,143",0.01%,
Listed Equity,,,,Stryker Corp.,,,2853688,,"160,492","84,800,714",0.03%,
Listed Equity,,,,Subaru Corp.,,,6356406,,"473,808","15,389,351",0.01%,
Listed Equity,,,,Sumitomo Corp.,,,6858946,,"813,200","42,104,964",0.02%,
Listed Equity,,,,Sumitomo Electric Industries Ltd.,,,6858708,,"499,600","30,231,598",0.01%,
Listed Equity,,,,Sumitomo Metal Mining Co. Ltd.,,,6858849,,"148,600","9,037,518",0.00%,
Listed Equity,,,,"Sumitomo Mitsui Financial Group, Inc.",,,6563024,,"2,289,300","110,407,239",0.04%,
Listed Equity,,,,"Sumitomo Mitsui Trust Group, Inc.",,,6431897,,"396,700","18,129,907",0.01%,
Listed Equity,,,,"Sumitomo Realty & Development Co., Ltd.",,,6858902,,"336,000","12,639,530",0.00%,
Listed Equity,,,,"Sun Communities, Inc.",,,2860257,,"11,266","2,110,950",0.00%,
Listed Equity,,,,Sun Hung Kai Properties Ltd.,,,6859927,,"1,191,584","21,740,601",0.01%,
Listed Equity,,,,"Sun Life Financial, Inc.",,,2566124,,"337,259","31,612,338",0.01%,
Listed Equity,,,,Sun TV Network Ltd.,,,B128WL3,,"384,452","3,768,761",0.00%,
Listed Equity,,,,Suncorp Group Ltd.,,,6585084,,"14,606,278","257,800,807",0.10%,
Listed Equity,,,,Sundaram Finance Ltd.,,,B0L4LR4,,"16,829","1,483,318",0.00%,
Listed Equity,,,,"Sunny Optical Technology (Group) Co., Ltd.",,,B1YBT08,,"301,000","3,801,335",0.00%,
Listed Equity,,,,Suntory Beverage & Food Ltd.,,,BBD7Q84,,"107,019","4,895,057",0.00%,
Listed Equity,,,,Sunway Bhd.,,,B6VGS93,,"1,934,700","4,017,998",0.00%,
Listed Equity,,,,"Super Micro Computer, Inc.",,,BRC3N73,,"213,271","9,361,089",0.00%,
Listed Equity,,,,Super Retail Group Ltd.,,,B01C7R0,,"2,504,483","40,146,862",0.01%,
Listed Equity,,,,Supply Network Ltd.,,,6580993,,"519,223","16,853,979",0.01%,
Listed Equity,,,,Surgutneftegas PJSC,,,B5BHQP1,,"9,438,563",0,0.00%,
Listed Equity,,,,Surgutneftegas PJSC,,,B5BHR47,,"9,306,953",0,0.00%,
Listed Equity,,,,Surgutneftegas PJSC,,,5005884,,"3,653,072",0,0.00%,
Listed Equity,,,,Surgutneftegas PJSC,,,4851732,,"2,882,600",0,0.00%,
Listed Equity,,,,Suzuki Motor Corp.,,,6865504,,"1,345,200","30,044,078",0.01%,
Listed Equity,,,,Svenska Cellulosa AB SCA,,,B1VVGZ5,,"329,885","6,578,858",0.00%,
Listed Equity,,,,Svenska Handelsbanken AB,,,BXDZ9Q1,,"803,831","17,567,092",0.01%,
Listed Equity,,,,Swedbank AB,,,4846523,,"458,622","23,954,805",0.01%,
Listed Equity,,,,Swedish Orphan Biovitrum AB,,,B1CC9H0,,"141,355","7,652,299",0.00%,
Listed Equity,,,,Swiggy Ltd.,,,BSF1LT9,,"605,372","3,901,238",0.00%,
Listed Equity,,,,Swire Pacific Ltd.,,,6867748,,"682,867","8,248,986",0.00%,
Listed Equity,,,,Swiss Life Holding AG,,,7437805,,"10,141","17,598,068",0.01%,
Listed Equity,,,,Swiss Prime Site AG,,,B083BH4,,"27,600","6,436,198",0.00%,
Listed Equity,,,,Swiss Re AG,,,B545MG5,,"161,005","40,486,527",0.01%,
Listed Equity,,,,Swisscom AG,,,5533976,,"14,652","15,960,697",0.01%,
Listed Equity,,,,Syensqo NV,,,BPSLYH4,,"66,482","8,027,519",0.00%,
Listed Equity,,,,Symrise AG,,,B1JB4K8,,"71,655","8,692,528",0.00%,
Listed Equity,,,,Synchrony Financial,,,BP96PS6,,"206,634","25,852,103",0.01%,
Listed Equity,,,,Synnex Technology International Corp.,,,6868439,,"619,452","1,711,768",0.00%,
Listed Equity,,,,"Synopsys, Inc.",,,2867719,,"50,784","35,771,554",0.01%,
Listed Equity,,,,Sysco Corp.,,,2868165,,"42,288","4,673,019",0.00%,
Listed Equity,,,,Sysmex Corp.,,,6883807,,"401,200","5,920,580",0.00%,
Listed Equity,,,,"T&D Holdings, Inc.",,,6744294,,"266,000","9,199,582",0.00%,
Listed Equity,,,,"T. Rowe Price Group, Inc.",,,2702337,,"150,306","23,076,146",0.01%,
Listed Equity,,,,"Ta Chen Stainless Pipe Co., Ltd.",,,6873109,,"3,457,786","5,874,986",0.00%,
Listed Equity,,,,Tabcorp Holdings Ltd.,,,6873262,,"10,621,603","10,515,387",0.00%,
Listed Equity,,,,TAISEI Corp.,,,6870100,,"56,800","8,061,466",0.00%,
Listed Equity,,,,Taiwan Business Bank,,,6098816,,"4,817,801","3,678,981",0.00%,
Listed Equity,,,,"Taiwan Semiconductor Manufacturing Co., Ltd.",,,6889106,,"19,578,733","1,452,326,332",0.54%,
Listed Equity,,,,"Takeda Pharmaceutical Co., Ltd.",,,6870445,,"1,137,278","52,606,724",0.02%,
Listed Equity,,,,"Take-Two Interactive Software, Inc.",,,2122117,,"16,683","6,405,261",0.00%,
Listed Equity,,,,Talaat Moustafa Group Holding,,,B2989Q7,,"189,682","477,056",0.00%,
Listed Equity,,,,Talanx AG,,,B8F0TD6,,"38,407","7,697,667",0.00%,
Listed Equity,,,,"Tapestry, Inc.",,,BF09HX3,,"71,986","13,792,684",0.01%,
Listed Equity,,,,Targa Resources Corp.,,,B55PZY3,,"18,661","5,163,012",0.00%,
Listed Equity,,,,Target Corp.,,,2259101,,"254,545","37,312,400",0.01%,
Listed Equity,,,,Tata Consumer Products Ltd.,,,6121488,,"95,525","1,899,787",0.00%,
Listed Equity,,,,Tata Motors Ltd.,,,BSNRFT7,,"2,359,615","16,357,761",0.01%,
Listed Equity,,,,Tata Motors Passenger Vehicles Ltd.,,,B611LV1,,"4,030,388","24,702,367",0.01%,
Listed Equity,,,,Tata Steel Ltd.,,,BPQWCZ3,,"3,422,293","10,282,397",0.00%,
Listed Equity,,,,Tatneft PJSC,,,B59BXN2,,"1,164,546",0,0.00%,
Listed Equity,,,,Tatneft PJSC,,,5452208,,"629,273",0,0.00%,
Listed Equity,,,,TC Energy Corp.,,,BJMY6G0,,"425,979","35,617,682",0.01%,
Listed Equity,,,,TDK Corp.,,,6869302,,"1,475,250","31,205,598",0.01%,
Listed Equity,,,,TE Connectivity Plc,,,BRC3N84,,"393,553","134,268,941",0.05%,
Listed Equity,,,,Tech Mahindra Ltd.,,,BWFGD63,,"539,701","14,325,434",0.01%,
Listed Equity,,,,Technology One Ltd.,,,6302410,,"4,234,941","118,408,950",0.04%,
Listed Equity,,,,"Techtronic Industries Co., Ltd.",,,B0190C7,,"2,618,000","45,344,670",0.02%,
Listed Equity,,,,Teck Resources Limited,,,2879327,,"316,151","22,726,870",0.01%,
Listed Equity,,,,Tele2 AB,,,B97C733,,"324,522","8,158,505",0.00%,
Listed Equity,,,,Telecom Italia SpA,,,7634394,,"9,120,017","8,252,703",0.00%,
Listed Equity,,,,"Teledyne Technologies, Inc.",,,2503477,,"35,284","27,023,465",0.01%,
Listed Equity,,,,Telefonaktiebolaget LM Ericsson,,,5959378,,"2,626,364","38,706,203",0.01%,
Listed Equity,,,,Telefonica Brasil SA,,,BMDB207,,"962,143","17,485,667",0.01%,
Listed Equity,,,,Telefonica Brasil SA,,,B6XFBX3,,"170,440","1,630,299",0.00%,
Listed Equity,,,,Telefónica SA,,,5732524,,"2,703,613","16,632,195",0.01%,
Listed Equity,,,,Telekom Malaysia Bhd.,,,6868398,,"3,444,980","10,248,077",0.00%,
Listed Equity,,,,Telenor ASA,,,4732495,,"350,226","7,638,266",0.00%,
Listed Equity,,,,Telia Co. AB,,,5978384,,"1,244,100","7,969,452",0.00%,
Listed Equity,,,,Telix Pharmaceuticals Ltd.,,,BF7M092,,"2,486,136","27,844,723",0.01%,
Listed Equity,,,,Telstra Group Ltd.,,,6087289,,"142,595,782","694,441,458",0.26%,
Listed Equity,,,,TELUS Corp.,,,B2R9BG6,,"279,559","5,660,515",0.00%,
Listed Equity,,,,Temple & Webster Group Ltd.,,,BZ1MWM5,,"350,092","4,789,259",0.00%,
Listed Equity,,,,Tenaga Nasional Bhd.,,,6904612,,"2,480,600","12,576,814",0.00%,
Listed Equity,,,,Tenaris SA,,,BMHVLR3,,"301,368","8,762,957",0.00%,
Listed Equity,,,,Tencent Music Entertainment Group,,,BFZYWR2,,"388,812","10,221,001",0.00%,
Listed Equity,,,,"Teradyne, Inc.",,,2884183,,"93,690","27,194,476",0.01%,
Listed Equity,,,,TERNA Rete Elettrica Nazionale SpA,,,B01BN57,,"792,164","12,631,707",0.00%,
